"IngestionRunID","Topic","Word","Weight"
"WLExampleData","process-chemical-readings","000",0.0007025840138559577
"WLExampleData","process-chemical-readings","100",0.006411053718338377
"WLExampleData","process-chemical-readings","1000",0.0070644620985857035
"WLExampleData","process-chemical-readings","101",0.0006612113298439426
"WLExampleData","process-chemical-readings","12/16/1902",0.0005716087567588345
"WLExampleData","process-chemical-readings","141",0.0009833188236014543
"WLExampleData","process-chemical-readings","1770",0.009564039163848131
"WLExampleData","process-chemical-readings","1789",0.0004769662276404552
"WLExampleData","process-chemical-readings","1850",0.003961998246541562
"WLExampleData","process-chemical-readings","1860",0.00048466510562397626
"WLExampleData","process-chemical-readings","1861",0.00014453022066046996
"WLExampleData","process-chemical-readings","1867",0.005913611274227389
"WLExampleData","process-chemical-readings","1869",0.00956403916384813
"WLExampleData","process-chemical-readings","1882",0.0020527191908853186
"WLExampleData","process-chemical-readings","1888",0.0004014915526542463
"WLExampleData","process-chemical-readings","1910",0.0007624309755531587
"WLExampleData","process-chemical-readings","1911",0.003961998246541564
"WLExampleData","process-chemical-readings","1935",0.0016308401625582565
"WLExampleData","process-chemical-readings","1937",0.0013171735978068477
"WLExampleData","process-chemical-readings","1947",0.000688922525658805
"WLExampleData","process-chemical-readings","1948",0.005923206825340696
"WLExampleData","process-chemical-readings","1949",0.006473310510011435
"WLExampleData","process-chemical-readings","1950",0.001722028777764835
"WLExampleData","process-chemical-readings","1955",0.006700455023501793
"WLExampleData","process-chemical-readings","1959",0.0004846651056239657
"WLExampleData","process-chemical-readings","1960",0.007055612037408877
"WLExampleData","process-chemical-readings","1961",0.00475817334147141
"WLExampleData","process-chemical-readings","1962",0.005045926504941455
"WLExampleData","process-chemical-readings","1963",0.006798117910072907
"WLExampleData","process-chemical-readings","1964",0.008360289660291741
"WLExampleData","process-chemical-readings","1967",0.00048641850778147514
"WLExampleData","process-chemical-readings","1968",0.0007453650284527795
"WLExampleData","process-chemical-readings","1969",0.009403554017367782
"WLExampleData","process-chemical-readings","1970",0.0010952923499301483
"WLExampleData","process-chemical-readings","1971",0.0006512897163731625
"WLExampleData","process-chemical-readings","1972",0.0007624309755531676
"WLExampleData","process-chemical-readings","1973",0.01149893305437637
"WLExampleData","process-chemical-readings","1974",0.014238069880166493
"WLExampleData","process-chemical-readings","1975",0.0005159749942072221
"WLExampleData","process-chemical-readings","1978",0.0046773741528050835
"WLExampleData","process-chemical-readings","1979",0.0032440874890006313
"WLExampleData","process-chemical-readings","1980",0.00044722118582202864
"WLExampleData","process-chemical-readings","1983",0.0019017200617332149
"WLExampleData","process-chemical-readings","1984",0.0017848625886647078
"WLExampleData","process-chemical-readings","1986",0.0010795916818940419
"WLExampleData","process-chemical-readings","1987",0.000861014388882421
"WLExampleData","process-chemical-readings","1990",0.00010488182991520114
"WLExampleData","process-chemical-readings","1991",0.0012362578185338648
"WLExampleData","process-chemical-readings","1993",0.0010604946431956538
"WLExampleData","process-chemical-readings","1999",0.00034738703778099627
"WLExampleData","process-chemical-readings","2000",0.0002448657755275771
"WLExampleData","process-chemical-readings","2001",0.0009794631021103144
"WLExampleData","process-chemical-readings","2003",0.0012550800577145933
"WLExampleData","process-chemical-readings","2005",0.0001751911294448233
"WLExampleData","process-chemical-readings","2006",0.0007453650284527779
"WLExampleData","process-chemical-readings","2009",0.0005696302705850069
"WLExampleData","process-chemical-readings","2010",0.0007000462920847871
"WLExampleData","process-chemical-readings","205",0.00023167552548516692
"WLExampleData","process-chemical-readings","209",0.00003917482290624037
"WLExampleData","process-chemical-readings","211",0.00004028428262775458
"WLExampleData","process-chemical-readings","24th",0.00047696622764045466
"WLExampleData","process-chemical-readings","25438",0.00030168731954336245
"WLExampleData","process-chemical-readings","258",0.0010795916818940596
"WLExampleData","process-chemical-readings","275",0.00018035154826152752
"WLExampleData","process-chemical-readings","28th",0.0004769662276404552
"WLExampleData","process-chemical-readings","2nd",0.0006512897163731647
"WLExampleData","process-chemical-readings","3000",0.00019467641392948364
"WLExampleData","process-chemical-readings","314",0.0057127285703818444
"WLExampleData","process-chemical-readings","3/4/1977",0.0005716087567588418
"WLExampleData","process-chemical-readings","365",0.0003953774302460148
"WLExampleData","process-chemical-readings","389",0.00018035154826153714
"WLExampleData","process-chemical-readings","462",0.0005159749942072107
"WLExampleData","process-chemical-readings","480",0.00026593364091684
"WLExampleData","process-chemical-readings","4th",0.0006512897163731612
"WLExampleData","process-chemical-readings","500",0.0004195273196607955
"WLExampleData","process-chemical-readings","506",0.0005930600933394695
"WLExampleData","process-chemical-readings","863",0.000856245018013157
"WLExampleData","process-chemical-readings","absorption",0.0007492586840236149
"WLExampleData","process-chemical-readings","accelerated",0.0038649957574460013
"WLExampleData","process-chemical-readings","accidental",0.012173627326796917
"WLExampleData","process-chemical-readings","according",0.0022747909395936616
"WLExampleData","process-chemical-readings","account",0.0014524605310774967
"WLExampleData","process-chemical-readings","accumulations",0.00038121548777657376
"WLExampleData","process-chemical-readings","accurately",0.003808735071252658
"WLExampleData","process-chemical-readings","acid",0.018288290464527138
"WLExampleData","process-chemical-readings","acre",0.00047899990814963814
"WLExampleData","process-chemical-readings","acute",0.000661211329843927
"WLExampleData","process-chemical-readings","addition",0.00978832070618212
"WLExampleData","process-chemical-readings","adjusted",0.006700455023501807
"WLExampleData","process-chemical-readings","adjuvant",0.0006639624730827827
"WLExampleData","process-chemical-readings","admitted",0.0006747044663212603
"WLExampleData","process-chemical-readings","adrenal",0.00010692256740139698
"WLExampleData","process-chemical-readings","adult",0.00147708198972472
"WLExampleData","process-chemical-readings","adults",0.00323877504568218
"WLExampleData","process-chemical-readings","advanced",0.0006612113298439587
"WLExampleData","process-chemical-readings","age",0.0005159749942072222
"WLExampleData","process-chemical-readings","aged",0.0066157161459313935
"WLExampleData","process-chemical-readings","aggregate",0.0005737494859042102
"WLExampleData","process-chemical-readings","aids",0.007216777913106787
"WLExampleData","process-chemical-readings","aim",0.0057127285703818444
"WLExampleData","process-chemical-readings","aircraft",0.0003078971693362256
"WLExampleData","process-chemical-readings","airline",0.020851381970649167
"WLExampleData","process-chemical-readings","airlines",0.002634347195613718
"WLExampleData","process-chemical-readings","airplane",0.0009236915080086563
"WLExampleData","process-chemical-readings","allo",0.0006612113298439377
"WLExampleData","process-chemical-readings","allogeneic",0.0013224226596878776
"WLExampleData","process-chemical-readings","alps",0.0015840060409313117
"WLExampleData","process-chemical-readings","alternative",0.00033198123654138724
"WLExampleData","process-chemical-readings","amboseli",0.0006825889274133375
"WLExampleData","process-chemical-readings","america",0.0009833188236014635
"WLExampleData","process-chemical-readings","american",0.0016458574294806406
"WLExampleData","process-chemical-readings","ammonia",0.002997034736094501
"WLExampleData","process-chemical-readings","amount",0.0038087350712526554
"WLExampleData","process-chemical-readings","analysis",0.009647199683392466
"WLExampleData","process-chemical-readings","anatomical",0.0014770819897247467
"WLExampleData","process-chemical-readings","angeles",0.051847509170661
"WLExampleData","process-chemical-readings","animal",0.004508845969015964
"WLExampleData","process-chemical-readings","animals",0.001502948656338679
"WLExampleData","process-chemical-readings","annual",0.011935125489253974
"WLExampleData","process-chemical-readings","anorexia",0.004667483480648315
"WLExampleData","process-chemical-readings","anscombe",0.0009687109722898313
"WLExampleData","process-chemical-readings","appearance",0.00033198123654140264
"WLExampleData","process-chemical-readings","approximately",0.001119459535701717
"WLExampleData","process-chemical-readings","april",0.0021591833637881154
"WLExampleData","process-chemical-readings","areas",0.0007025840138559634
"WLExampleData","process-chemical-readings","arrests",0.002810336055423844
"WLExampleData","process-chemical-readings","arrived",0.0013651778548266868
"WLExampleData","process-chemical-readings","ascorbic",0.002354227719025302
"WLExampleData","process-chemical-readings","ash",0.00016113713051103476
"WLExampleData","process-chemical-readings","assault",0.0007025840138559561
"WLExampleData","process-chemical-readings","assay",0.0009707478901465115
"WLExampleData","process-chemical-readings","assess",0.005712728570381827
"WLExampleData","process-chemical-readings","associated",0.0006906059830916037
"WLExampleData","process-chemical-readings","assumed",0.001817194331641012
"WLExampleData","process-chemical-readings","asthma",0.002921164115288747
"WLExampleData","process-chemical-readings","attacks",0.0014907300569055443
"WLExampleData","process-chemical-readings","attitude",0.002294997943616853
"WLExampleData","process-chemical-readings","australia",0.005405574912590247
"WLExampleData","process-chemical-readings","australian",0.0012362578185338552
"WLExampleData","process-chemical-readings","author",0.00014453022066047158
